treeType,plantingAreaAcre,plantingMonths,soilFertility,climateType,emissionReductionTCO2e
樟树,100,24,中等肥力土壤,亚热带季风气候,110.0
榆树,140,30,肥沃土壤,温带大陆性气候,145.0
槐树,170,36,中等肥力土壤,温带季风气候,190.0
桦树,110,22,肥沃土壤,寒温带与亚寒带气候,120.0
杨树,160,38,贫瘠土壤,干旱与半干旱气候,80.0
桉树,190,46,中等肥力土壤,滨海与盐碱化气候,180.0
杉木,80,18,贫瘠土壤,亚热带季风气候,70.0
松树,210,48,中等肥力土壤,温带大陆性气候,260.0
杨树,100,24,肥沃土壤,温带季风气候,200.0
桉树,150,36,中等肥力土壤,热带季风气候,350.0
杉木,80,18,肥沃土壤,亚热带季风气候,120.0
松树,200,48,中等肥力土壤,寒温带与亚寒带气候,400.0
栎树,120,30,肥沃土壤,温带大陆性气候,250.0
樟树,90,27,中等肥力土壤,亚热带季风气候,180.0
榆树,130,21,肥沃土壤,温带季风气候,220.0
槐树,160,33,中等肥力土壤,温带大陆性气候,320.0
桦树,110,15,肥沃土壤,寒温带与亚寒带气候,150.0
杨树,140,39,贫瘠土壤,干旱与半干旱气候,100.0
桉树,170,42,贫瘠土壤,滨海与盐碱化气候,130.0
杉木,70,12,贫瘠土壤,亚热带季风气候,60.0
松树,190,45,贫瘠土壤,寒温带与亚寒带气候,180.0
栎树,105,24,贫瘠土壤,温带大陆性气候,110.0
樟树,85,21,贫瘠土壤,亚热带季风气候,80.0
榆树,125,18,贫瘠土壤,温带季风气候,100.0
槐树,155,30,贫瘠土壤,温带大陆性气候,160.0
桦树,100,15,贫瘠土壤,寒温带与亚寒带气候,70.0
杨树,110,27,中等肥力土壤,干旱与半干旱气候,140.0
桉树,130,33,中等肥力土壤,滨海与盐碱化气候,170.0
杉木,90,18,中等肥力土壤,亚热带季风气候,110.0
松树,170,42,中等肥力土壤,寒温带与亚寒带气候,300.0
栎树,125,30,中等肥力土壤,温带大陆性气候,230.0
樟树,100,24,中等肥力土壤,亚热带季风气候,150.0
榆树,135,21,中等肥力土壤,温带季风气候,190.0
槐树,165,33,中等肥力土壤,温带大陆性气候,310.0
桦树,115,18,中等肥力土壤,寒温带与亚寒带气候,140.0
杨树,150,36,肥沃土壤,热带季风气候,300.0
桉树,180,45,肥沃土壤,滨海与盐碱化气候,280.0
杉木,100,24,肥沃土壤,亚热带季风气候,200.0
松树,220,54,肥沃土壤,寒温带与亚寒带气候,500.0
栎树,140,36,肥沃土壤,温带大陆性气候,350.0
樟树,110,27,肥沃土壤,亚热带季风气候,220.0
榆树,150,30,肥沃土壤,温带季风气候,260.0
槐树,190,39,肥沃土壤,温带大陆性气候,380.0
桦树,130,21,肥沃土壤,寒温带与亚寒带气候,190.0
杨树,50,12,肥沃土壤,温带季风气候,120.0
桉树,30,24,中等肥力土壤,热带季风气候,250.0
杉木,40,18,肥沃土壤,亚热带季风气候,180.0
松树,60,36,中等肥力土壤,温带大陆性气候,350.0
栎树,20,15,贫瘠土壤,寒温带与亚寒带气候,60.0
樟树,35,21,肥沃土壤,亚热带季风气候,200.0
榆树,45,10,中等肥力土壤,温带大陆性气候,100.0
槐树,55,27,肥沃土壤,温带季风气候,280.0
桦树,25,13,贫瘠土壤,寒温带与亚寒带气候,70.0
杨树,70,30,中等肥力土壤,温带大陆性气候,320.0
桉树,15,9,贫瘠土壤,干旱与半干旱气候,30.0
杉木,50,24,肥沃土壤,亚热带季风气候,220.0
松树,30,18,中等肥力土壤,温带大陆性气候,160.0
栎树,40,21,肥沃土壤,寒温带与亚寒带气候,180.0
樟树,25,12,贫瘠土壤,滨海与盐碱化气候,50.0
榆树,35,15,中等肥力土壤,温带季风气候,120.0
槐树,60,27,肥沃土壤,亚热带季风气候,300.0
桦树,10,6,贫瘠土壤,干旱与半干旱气候,20.0
杨树,40,18,中等肥力土壤,温带大陆性气候,170.0
桉树,50,24,肥沃土壤,热带季风气候,260.0
杉木,30,15,贫瘠土壤,寒温带与亚寒带气候,70.0
松树,60,30,中等肥力土壤,温带大陆性气候,330.0
栎树,20,12,肥沃土壤,温带季风气候,110.0
樟树,45,21,中等肥力土壤,亚热带季风气候,210.0
榆树,35,18,贫瘠土壤,干旱与半干旱气候,40.0
槐树,55,27,肥沃土壤,温带大陆性气候,310.0
桦树,25,15,中等肥力土壤,寒温带与亚寒带气候,80.0
杨树,70,36,肥沃土壤,温带季风气候,380.0
桉树,15,9,贫瘠土壤,滨海与盐碱化气候,25.0
杉木,40,24,中等肥力土壤,亚热带季风气候,190.0
松树,30,18,肥沃土壤,温带大陆性气候,170.0
栎树,50,21,中等肥力土壤,寒温带与亚寒带气候,190.0
樟树,25,12,贫瘠土壤,干旱与半干旱气候,45.0
榆树,35,15,中等肥力土壤,温带季风气候,130.0
槐树,60,27,肥沃土壤,亚热带季风气候,320.0
桦树,10,6,贫瘠土壤,滨海与盐碱化气候,15.0
杨树,40,18,中等肥力土壤,温带大陆性气候,175.0
桉树,50,24,肥沃土壤,热带季风气候,270.0
杉木,30,15,贫瘠土壤,寒温带与亚寒带气候,75.0
松树,60,30,中等肥力土壤,温带大陆性气候,340.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,200.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,120,30,肥沃土壤,热带季风气候,180.0
桉树,90,27,中等肥力土壤,亚热带季风气候,120.0
桉树,60,15,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,130,33,肥沃土壤,亚热带季风气候,160.0
杉木,110,21,中等肥力土壤,温带季风气候,90.0
杉木,70,12,贫瘠土壤,寒温带与亚寒带气候,20.0
松树,140,42,肥沃土壤,寒温带与亚寒带气候,220.0
松树,100,39,中等肥力土壤,温带大陆性气候,150.0
松树,50,9,贫瘠土壤,干旱与半干旱气候,15.0
栎树,160,48,肥沃土壤,温带季风气候,250.0
栎树,120,36,中等肥力土壤,亚热带季风气候,180.0
栎树,80,24,贫瘠土壤,滨海与盐碱化气候,40.0
樟树,170,54,肥沃土壤,亚热带季风气候,300.0
樟树,130,45,中等肥力土壤,热带季风气候,220.0
樟树,90,30,贫瘠土壤,干旱与半干旱气候,60.0
榆树,180,60,肥沃土壤,温带大陆性气候,320.0
榆树,140,51,中等肥力土壤,温带季风气候,240.0
榆树,100,42,贫瘠土壤,寒温带与亚寒带气候,80.0
槐树,190,66,肥沃土壤,温带季风气候,350.0
槐树,150,57,中等肥力土壤,亚热带季风气候,260.0
槐树,110,48,贫瘠土壤,滨海与盐碱化气候,90.0
桦树,200,72,肥沃土壤,寒温带与亚寒带气候,400.0
桦树,160,63,中等肥力土壤,温带大陆性气候,300.0
桦树,120,54,贫瘠土壤,干旱与半干旱气候,120.0
杨树,220,84,肥沃土壤,温带季风气候,500.0
杨树,180,75,中等肥力土壤,温带大陆性气候,380.0
杨树,140,66,贫瘠土壤,干旱与半干旱气候,180.0
桉树,240,96,肥沃土壤,热带季风气候,600.0
桉树,200,87,中等肥力土壤,亚热带季风气候,450.0
桉树,160,78,贫瘠土壤,滨海与盐碱化气候,200.0
杉木,260,108,肥沃土壤,亚热带季风气候,650.0
杉木,220,99,中等肥力土壤,温带季风气候,520.0
杉木,180,90,贫瘠土壤,寒温带与亚寒带气候,250.0
松树,280,120,肥沃土壤,寒温带与亚寒带气候,750.0
松树,240,111,中等肥力土壤,温带大陆性气候,600.0
松树,200,102,贫瘠土壤,干旱与半干旱气候,300.0
栎树,300,132,肥沃土壤,温带季风气候,850.0
栎树,260,123,中等肥力土壤,亚热带季风气候,700.0
栎树,220,114,贫瘠土壤,滨海与盐碱化气候,350.0
杨树,100,24,肥沃土壤,温带季风气候,250.0
桉树,120,30,中等肥力土壤,热带季风气候,320.0
杉木,80,18,肥沃土壤,亚热带季风气候,180.0
松树,90,20,中等肥力土壤,温带大陆性气候,200.0
栎树,110,26,肥沃土壤,温带季风气候,280.0
樟树,70,16,中等肥力土壤,亚热带季风气候,150.0
榆树,130,32,肥沃土壤,温带大陆性气候,350.0
槐树,105,22,中等肥力土壤,温带季风气候,220.0
桦树,95,24,肥沃土壤,寒温带与亚寒带气候,230.0
杨树,140,36,中等肥力土壤,温带大陆性气候,380.0
桉树,85,14,贫瘠土壤,热带季风气候,120.0
杉木,125,28,肥沃土壤,亚热带季风气候,290.0
松树,75,12,贫瘠土壤,温带大陆性气候,90.0
栎树,115,25,中等肥力土壤,温带季风气候,260.0
樟树,92,21,肥沃土壤,亚热带季风气候,210.0
榆树,108,23,中等肥力土壤,温带大陆性气候,240.0
槐树,88,17,贫瘠土壤,温带季风气候,130.0
桦树,135,34,肥沃土壤,寒温带与亚寒带气候,360.0
杨树,78,15,贫瘠土壤,干旱与半干旱气候,100.0
桉树,122,29,中等肥力土壤,热带季风气候,300.0
杉木,98,20,肥沃土壤,亚热带季风气候,225.0
松树,102,22,中等肥力土壤,温带大陆性气候,215.0
栎树,82,17,贫瘠土壤,温带季风气候,140.0
樟树,118,27,中等肥力土壤,亚热带季风气候,270.0
榆树,93,21,肥沃土壤,温带大陆性气候,235.0
槐树,128,31,中等肥力土壤,温带季风气候,310.0
桦树,72,13,贫瘠土壤,寒温带与亚寒带气候,80.0
杨树,132,33,肥沃土壤,温带季风气候,370.0
桉树,83,14,贫瘠土壤,热带季风气候,110.0
杉木,112,26,中等肥力土壤,亚热带季风气候,250.0
松树,97,20,肥沃土壤,温带大陆性气候,220.0
栎树,107,23,中等肥力土壤,温带季风气候,245.0
樟树,77,16,贫瘠土壤,亚热带季风气候,115.0
榆树,127,31,肥沃土壤,温带大陆性气候,330.0
槐树,91,19,中等肥力土壤,温带季风气候,190.0
桦树,138,35,肥沃土壤,寒温带与亚寒带气候,375.0
杨树,86,17,中等肥力土壤,干旱与半干旱气候,125.0
桉树,118,28,中等肥力土壤,热带季风气候,290.0
杉木,103,22,肥沃土壤,亚热带季风气候,230.0
松树,94,20,中等肥力土壤,温带大陆性气候,205.0
栎树,113,24,肥沃土壤,温带季风气候,270.0
杨树,100,24,肥沃土壤,温带季风气候,250.0
杨树,150,36,中等肥力土壤,温带大陆性气候,380.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,120.0
桉树,120,30,肥沃土壤,热带季风气候,320.0
桉树,200,48,中等肥力土壤,亚热带季风气候,550.0
桉树,90,22,贫瘠土壤,滨海与盐碱化气候,150.0
杉木,130,33,肥沃土壤,亚热带季风气候,360.0
杉木,180,42,中等肥力土壤,温带季风气候,450.0
杉木,70,16,贫瘠土壤,寒温带与亚寒带气候,90.0
松树,160,39,肥沃土壤,温带大陆性气候,400.0
松树,220,54,中等肥力土壤,寒温带与亚寒带气候,600.0
松树,100,26,贫瘠土壤,干旱与半干旱气候,180.0
栎树,140,36,肥沃土壤,温带季风气候,380.0
栎树,190,45,中等肥力土壤,亚热带季风气候,500.0
栎树,80,20,贫瘠土壤,滨海与盐碱化气候,130.0
樟树,110,30,肥沃土壤,亚热带季风气候,300.0
樟树,170,42,中等肥力土壤,热带季风气候,480.0
樟树,90,24,贫瘠土壤,干旱与半干旱气候,110.0
榆树,150,36,肥沃土壤,温带大陆性气候,350.0
榆树,210,51,中等肥力土壤,温带季风气候,580.0
榆树,100,27,贫瘠土壤,寒温带与亚寒带气候,160.0
槐树,130,33,肥沃土壤,亚热带季风气候,340.0
槐树,180,45,中等肥力土壤,热带季风气候,470.0
槐树,80,21,贫瘠土壤,滨海与盐碱化气候,120.0
桦树,140,39,肥沃土壤,寒温带与亚寒带气候,370.0
桦树,200,54,中等肥力土壤,温带大陆性气候,620.0
桦树,90,24,贫瘠土壤,干旱与半干旱气候,140.0
杨树,110,27,肥沃土壤,亚热带季风气候,280.0
桉树,130,33,中等肥力土壤,温带大陆性气候,340.0
杉木,160,42,贫瘠土壤,热带季风气候,170.0
松树,180,48,肥沃土壤,寒温带与亚寒带气候,420.0
栎树,200,54,中等肥力土壤,滨海与盐碱化气候,280.0
樟树,90,21,贫瘠土壤,温带季风气候,100.0
榆树,120,30,肥沃土壤,热带季风气候,310.0
槐树,150,39,中等肥力土壤,亚热带季风气候,410.0
桦树,170,45,贫瘠土壤,干旱与半干旱气候,130.0
杨树,140,36,肥沃土壤,滨海与盐碱化气候,260.0
桉树,170,42,中等肥力土壤,寒温带与亚寒带气候,390.0
杉木,190,48,贫瘠土壤,温带大陆性气候,200.0
松树,210,54,肥沃土壤,亚热带季风气候,520.0
栎树,100,24,中等肥力土壤,热带季风气候,270.0
樟树,130,33,贫瘠土壤,干旱与半干旱气候,120.0
杨树,100,24,肥沃土壤,温带季风气候,80.0
桉树,120,30,中等肥力土壤,热带季风气候,150.0
杉木,80,18,肥沃土壤,亚热带季风气候,60.0
松树,150,36,中等肥力土壤,寒温带与亚寒带气候,120.0
栎树,90,20,肥沃土壤,温带大陆性气候,70.0
樟树,110,26,中等肥力土壤,亚热带季风气候,90.0
榆树,70,16,肥沃土壤,温带季风气候,50.0
槐树,130,28,中等肥力土壤,温带大陆性气候,100.0
桦树,140,32,中等肥力土壤,寒温带与亚寒带气候,110.0
杨树,95,22,中等肥力土壤,温带季风气候,75.0
桉树,115,34,肥沃土壤,热带季风气候,160.0
杉木,75,20,中等肥力土壤,亚热带季风气候,55.0
松树,145,38,肥沃土壤,寒温带与亚寒带气候,130.0
栎树,85,24,中等肥力土壤,温带大陆性气候,65.0
樟树,105,28,肥沃土壤,亚热带季风气候,95.0
榆树,65,18,中等肥力土壤,温带季风气候,45.0
槐树,125,30,肥沃土壤,温带大陆性气候,105.0
桦树,135,36,肥沃土壤,寒温带与亚寒带气候,125.0
杨树,105,26,贫瘠土壤,温带季风气候,60.0
桉树,125,32,贫瘠土壤,热带季风气候,120.0
杉木,85,22,贫瘠土壤,亚热带季风气候,40.0
松树,155,40,贫瘠土壤,寒温带与亚寒带气候,90.0
栎树,95,26,贫瘠土壤,温带大陆性气候,50.0
樟树,115,30,贫瘠土壤,亚热带季风气候,60.0
榆树,75,18,贫瘠土壤,温带季风气候,30.0
槐树,135,32,贫瘠土壤,温带大陆性气候,70.0
桦树,145,34,贫瘠土壤,寒温带与亚寒带气候,80.0
杨树,102,25,中等肥力土壤,滨海与盐碱化气候,65.0
桉树,118,33,肥沃土壤,滨海与盐碱化气候,130.0
杉木,78,21,中等肥力土壤,滨海与盐碱化气候,45.0
松树,148,37,肥沃土壤,滨海与盐碱化气候,100.0
栎树,88,23,中等肥力土壤,滨海与盐碱化气候,55.0
樟树,108,27,肥沃土壤,滨海与盐碱化气候,75.0
榆树,68,17,中等肥力土壤,滨海与盐碱化气候,35.0
槐树,128,31,肥沃土壤,滨海与盐碱化气候,85.0
桦树,138,35,肥沃土壤,滨海与盐碱化气候,95.0
杨树,103,27,贫瘠土壤,干旱与半干旱气候,35.0
桉树,117,35,贫瘠土壤,干旱与半干旱气候,80.0
杉木,83,23,贫瘠土壤,干旱与半干旱气候,20.0
松树,153,42,贫瘠土壤,干旱与半干旱气候,60.0
栎树,93,27,贫瘠土壤,干旱与半干旱气候,30.0
樟树,113,31,贫瘠土壤,干旱与半干旱气候,40.0
榆树,73,19,贫瘠土壤,干旱与半干旱气候,15.0
槐树,123,33,贫瘠土壤,干旱与半干旱气候,50.0
桦树,143,37,贫瘠土壤,干旱与半干旱气候,65.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,200.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,120,30,肥沃土壤,热带季风气候,180.0
桉树,90,27,中等肥力土壤,亚热带季风气候,125.0
桉树,110,21,贫瘠土壤,滨海与盐碱化气候,60.0
杉木,130,42,肥沃土壤,亚热带季风气候,220.0
杉木,105,33,中等肥力土壤,温带季风气候,140.0
杉木,70,15,贫瘠土壤,寒温带与亚寒带气候,25.0
松树,140,48,肥沃土壤,温带大陆性气候,240.0
松树,95,39,中等肥力土壤,寒温带与亚寒带气候,100.0
松树,85,24,贫瘠土壤,干旱与半干旱气候,45.0
栎树,115,36,肥沃土壤,温带季风气候,160.0
栎树,125,30,中等肥力土壤,亚热带季风气候,110.0
栎树,80,21,贫瘠土壤,滨海与盐碱化气候,35.0
樟树,100,39,肥沃土壤,亚热带季风气候,170.0
樟树,90,30,中等肥力土壤,热带季风气候,105.0
樟树,75,24,贫瘠土壤,滨海与盐碱化气候,30.0
榆树,135,45,肥沃土壤,温带大陆性气候,200.0
榆树,100,36,中等肥力土壤,温带季风气候,130.0
榆树,85,27,贫瘠土壤,干旱与半干旱气候,40.0
槐树,120,33,肥沃土壤,温带季风气候,150.0
槐树,95,24,中等肥力土壤,亚热带季风气候,90.0
槐树,70,18,贫瘠土壤,滨海与盐碱化气候,20.0
桦树,145,42,肥沃土壤,寒温带与亚寒带气候,190.0
桦树,110,30,中等肥力土壤,温带大陆性气候,115.0
桦树,80,21,贫瘠土壤,干旱与半干旱气候,30.0
杨树,160,60,肥沃土壤,温带季风气候,300.0
桉树,130,54,肥沃土壤,热带季风气候,260.0
杉木,150,51,肥沃土壤,亚热带季风气候,280.0
松树,170,66,肥沃土壤,温带大陆性气候,320.0
栎树,140,57,肥沃土壤,温带季风气候,230.0
樟树,120,54,肥沃土壤,亚热带季风气候,210.0
榆树,155,63,肥沃土壤,温带大陆性气候,250.0
槐树,135,51,肥沃土壤,温带季风气候,195.0
桦树,160,69,肥沃土壤,寒温带与亚寒带气候,270.0
杨树,200,24,肥沃土壤,温带季风气候,320.0
杨树,150,18,中等肥力土壤,温带大陆性气候,180.0
杨树,300,30,贫瘠土壤,干旱与半干旱气候,220.0
桉树,250,36,肥沃土壤,热带季风气候,450.0
桉树,200,24,中等肥力土壤,亚热带季风气候,300.0
桉树,150,18,贫瘠土壤,滨海与盐碱化气候,120.0
杉木,180,30,肥沃土壤,亚热带季风气候,330.0
杉木,120,24,中等肥力土壤,温带季风气候,200.0
杉木,80,18,贫瘠土壤,寒温带与亚寒带气候,60.0
松树,220,36,肥沃土壤,温带大陆性气候,380.0
松树,180,24,中等肥力土壤,寒温带与亚寒带气候,250.0
松树,120,18,贫瘠土壤,干旱与半干旱气候,100.0
栎树,200,30,肥沃土壤,温带季风气候,350.0
栎树,150,24,中等肥力土壤,亚热带季风气候,230.0
栎树,100,18,贫瘠土壤,滨海与盐碱化气候,80.0
樟树,160,36,肥沃土壤,亚热带季风气候,360.0
樟树,120,24,中等肥力土壤,热带季风气候,270.0
樟树,80,18,贫瘠土壤,干旱与半干旱气候,60.0
榆树,180,30,肥沃土壤,温带大陆性气候,310.0
榆树,120,24,中等肥力土壤,温带季风气候,200.0
榆树,80,18,贫瘠土壤,寒温带与亚寒带气候,70.0
槐树,220,36,肥沃土壤,亚热带季风气候,400.0
槐树,180,24,中等肥力土壤,热带季风气候,320.0
槐树,120,18,贫瘠土壤,滨海与盐碱化气候,110.0
桦树,200,30,肥沃土壤,寒温带与亚寒带气候,300.0
桦树,150,24,中等肥力土壤,温带大陆性气候,220.0
桦树,100,18,贫瘠土壤,干旱与半干旱气候,90.0
杨树,100,12,中等肥力土壤,亚热带季风气候,80.0
桉树,130,20,肥沃土壤,滨海与盐碱化气候,150.0
杉木,90,26,贫瘠土壤,温带大陆性气候,70.0
松树,160,32,中等肥力土壤,寒温带与亚寒带气候,220.0
